Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
916,Y,38,39,12,S,BCR,PVE,M,1415,653846,2011-02-02,2009-04-01,2004-12-13
920,Y,59,60,11,D,HGH,RET,F,2791,30769,1957-08-18,9999-10-01,2005-12-05
921,Y,39,40,12,M,BCR,OTH,M,6689,790462,2001-06-01,9999-10-01,2005-06-03
922,Y,34,35,2,M,HGH,PVE,M,394,3230769,1982-04-05,2010-06-01,2014-11-29
923,Y,35,36,8,M,BCR,PVE,M,2666,194231,1981-02-24,2013-03-15,2009-01-28
944,Y,26,27,2,S,HGH,SFE,M,1791,115385,2009-09-01,2016-01-01,2014-11-18
945,Y,35,36,10,D,BCR,PVE,F,842,3773077,1981-10-28,2009-01-02,2006-10-04
952,Y,39,40,12,M,HGH,STE,M,327,1977-11-10,2007-03-14,2004-08-06,30740
953,Y,27,28,5,S,HGH,PVE,F,576,9230769,1996-01-01,2014-05-26,2011-11-07
954,Y,31,32,4,S,HGH,PVE,F,307,6923077,2016-02-01,2014-05-15,2013-01-11
956,Y,51,52,2,M,HGH,STE,M,658,9713077,2000-09-01,1991-07-16,2014-10-13
964,Y,50,50,10,M,HGH,PVE,M,501,6766923,2005-11-01,2014-02-11,2006-07-11
966,Y,37,37,8,M,BCR,PVE,M,914,7153846,1980-03-14,2013-04-01,2008-11-04
970,Y,58,59,14,M,PHD,PVE,M,17135,16154,1993-10-05,2013-12-01,2003-05-08
985,Y,52,52,11,M,BCR,STE,M,886,1573846,2004-11-01,2001-01-01,2005-10-29
986,Y,43,44,13,M,HGH,PVE,M,725,1,2004-05-01,2007-03-01,2004-03-17
988,Y,36,36,13,S,BCR,STE,F,702,4791538,1989-05-01,2009-06-01,2003-07-26
989,Y,25,26,1,S,HGH,PVE,M,769,2307692,2014-02-28,2016-02-01,2016-05-30
991,Y,45,46,5,D,BCR,SFE,M,1328,269231,1984-01-01,2009-08-01,2011-09-06
994,Y,42,43,13,M,BCR,PVE,M,1112,303385,2008-04-01,2005-12-01,2003-07-18
997,Y,44,45,13,M,BCR,PVE,F,237,4053846,2010-06-01,1995-01-01,2003-12-09
999,Y,33,33,3,S,HGH,STE,M,321,3230769,2011-10-01,2010-01-15,2014-05-29
1005,Y,36,37,0,M,BCR,PVE,M,934,2826923,1988-06-25,2011-01-05,2016-09-21
1006,Y,41,42,13,M,HGH,PVE,M,509,335385,1975-05-28,2004-08-01,2003-10-28
1014,Y,38,38,11,M,BCR,SFE,F,246,9697692,2013-06-12,2001-06-11,2005-09-07
1018,Y,36,36,0,M,BCR,PVE,M,577,3279231,2013-01-01,2013-06-01,2016-10-05
1019,Y,51,52,14,D,BCR,STE,M,1990,11231,2012-07-01,1987-10-01,2003-06-17
1020,Y,45,46,11,M,BCR,STE,F,448,1903846,2001-10-20,2005-11-01,2006-06-12
1021,Y,51,52,13,M,HGH,PVE,F,866,3292308,1987-01-01,2004-06-07,2004-06-21
1022,Y,51,52,15,M,BCR,STE,M,1112,653846,2001-10-01,2011-06-18,2002-02-25
1029,N,NA,50,16,M,BCR,PVE,M,24954,29169,2001-07-28,2001-07-16,2001-07-01
1030,N,NA,67,16,S,BCR,RET,F,601,9014615,2004-05-01,9999-10-01,2001-03-01
1033,N,NA,54,13,M,HGH,PVE,F,1047,913615,1981-09-22,2001-08-16,2003-09-12
1037,N,NA,59,16,W,HGH,PVE,F,1298,176846,1972-01-01,2001-07-01,2001-03-01
1042,N,NA,57,15,M,HGH,PVE,F,1037,254769,1983-07-31,2001-10-17,2001-10-23
1044,N,NA,66,15,M,HGH,RET,F,422,8551538,1968-09-01,9999-10-01,2001-10-23
1047,N,NA,58,15,D,BCR,PVE,F,593,126154,1961-10-01,2001-12-13,2001-12-20
1049,N,NA,41,15,M,BCR,PVE,F,1174,461615,2007-01-01,2002-03-18,2002-03-22
1051,N,NA,55,15,M,BCR,PVE,M,1159,717308,2003-08-31,9999-10-01,2002-06-06
1052,N,NA,78,15,S,SEC,RET,M,1230,769231,2008-01-01,9999-10-01,2002-06-26
1054,N,NA,48,15,S,HGH,PVE,M,480,1686923,1996-01-01,2002-07-01,2002-07-03
1057,N,NA,46,14,M,BCR,PVE,M,1462,926923,1989-07-15,2002-10-21,2002-10-21
1061,N,NA,55,13,S,HGH,PVE,F,486,8613846,1974-01-01,2002-12-01,2003-08-26
1067,N,NA,40,14,D,BCR,PVE,F,1590,999231,1997-07-01,2003-05-15,2003-05-20
1068,N,NA,44,14,S,BCR,PVE,F,2144,73846,1992-01-01,2014-12-01,2003-04-19
1071,N,NA,55,13,M,BCR,PVE,F,2098,161,1977-09-01,2003-08-01,2003-08-04
1073,N,NA,59,15,D,BCR,PVE,F,764,2231538,2001-03-03,2001-11-15,2001-11-16
1081,N,NA,52,14,D,BCR,PVE,F,507,6115385,2005-06-05,2002-12-01,2002-12-13
1088,N,NA,60,14,M,HGH,PVE,F,1174,458692,1996-05-23,2002-12-01,2002-12-12
1093,N,NA,50,14,D,HGH,STE,F,640,8303846,2002-12-12,2002-12-16,2002-12-19
1098,N,NA,39,13,M,BCR,PVE,F,1104,325308,2010-03-22,2003-08-01,2003-07-31
1107,N,NA,57,14,D,HGH,PVE,F,626,3546923,2005-05-30,2002-11-18,2002-11-27
1113,N,NA,50,13,D,BCR,PVE,F,605,301,2004-03-01,2003-07-08,2003-07-07
1114,N,NA,56,13,M,HGH,PVE,F,982,9646154,2004-08-01,2003-08-01,2003-07-31
1116,N,NA,46,14,M,HGH,PVE,M,265,5211538,2003-03-11,2003-06-16,2003-06-16
1120,N,NA,40,13,M,HGH,PVE,F,681,2511538,2004-02-14,2003-12-02,2003-12-22
1122,N,NA,39,12,M,HGH,PVE,F,524,141,2014-12-01,2005-04-11,2005-04-12
1124,N,NA,44,15,S,BCR,PVE,M,431,1923077,1973-11-02,2013-04-01,2001-10-24
1126,N,NA,83,15,S,SEC,RET,F,183,2008462,2008-09-16,9999-10-01,2001-10-08
1132,N,NA,68,15,D,HGH,RET,F,259,5504615,2001-01-04,9999-10-01,2002-06-18
1139,N,NA,34,14,M,HGH,PVE,M,217,4076923,1989-10-19,2002-10-15,2002-10-28
1141,N,NA,51,14,D,HGH,PVE,F,222,7769231,2013-04-01,2002-10-21,2002-10-29
1146,N,NA,58,14,M,HGH,RET,F,182,183,1990-01-01,9999-10-01,2002-10-30
1147,N,NA,54,14,S,BCR,PVE,F,230,1461538,1978-11-29,2015-12-24,2003-05-16
1152,N,NA,43,14,M,BCR,PVE,M,4994,307692,2011-07-01,2014-05-19,2002-11-20
1157,N,NA,41,14,M,HGH,PVE,F,305,3743077,2006-01-01,2013-03-01,2002-12-26
1158,N,NA,55,14,M,HGH,PVE,F,209,769231,1986-01-01,2002-12-02,2002-12-26
1160,N,NA,51,14,M,HGH,PVE,M,323,769231,2001-12-08,2000-02-15,2003-01-10
1161,N,NA,50,14,M,BCR,PVE,M,5028,793769,2003-07-01,2001-12-01,2003-01-10
1162,N,NA,52,14,S,HGH,PVE,F,774,1461538,1980-01-01,2012-11-27,2003-01-30
1164,N,NA,62,14,W,BCR,STE,F,378,7680769,1970-01-01,1991-09-01,2003-02-04
1168,N,NA,37,14,M,BCR,PVE,F,1169,114769,2014-01-01,2005-06-06,2003-03-04
1177,N,NA,48,14,M,BCR,PVE,M,502,7907692,1997-04-01,2000-10-01,2003-03-27
1180,N,NA,58,14,M,BCR,PVE,F,293,9923077,1991-01-01,2003-03-01,2003-04-03
1184,N,NA,50,14,D,BCR,PVE,F,272,1076923,2007-01-01,2002-05-01,2003-04-14
1185,N,NA,45,14,M,BCR,PVE,M,7738,115385,2013-12-01,2006-10-01,2002-10-09
1188,N,NA,55,14,S,SEC,PVE,F,1846,625308,9999-10-01,2007-08-01,2002-07-10
1189,N,NA,62,14,M,HGH,PVE,M,1831,407692,1969-05-05,1980-06-01,2003-05-17
1190,N,NA,37,14,S,BCR,PVE,F,700,5153846,2005-01-01,2014-02-01,2003-05-19
1191,N,NA,68,14,M,BCR,RET,F,162,242308,2000-01-01,9999-10-01,2003-05-16
1196,N,NA,43,14,S,SEC,PVE,F,513,2692308,1976-01-01,2003-06-02,2003-06-26
1197,N,NA,47,14,M,PRS,SFE,M,376,9230769,2012-01-01,2015-07-02,2003-06-26
1199,N,NA,38,14,M,BCR,PVE,F,351,935,2000-01-01,2005-06-27,2003-07-04
1201,N,NA,40,13,M,HGH,PVE,F,1167,376923,2015-06-01,2004-12-01,2003-07-10
1204,N,NA,41,13,M,BCR,STE,M,479,4366154,2013-01-01,2010-06-01,2003-07-12
1206,N,NA,50,13,M,HGH,STE,F,0,1967-09-27,2010-03-01,2003-07-23,0
1207,N,NA,53,13,S,BCR,STE,F,470,4405385,2002-03-01,2010-03-23,2003-07-24
1209,N,NA,44,15,M,BCR,PVE,M,384,6153846,1997-06-01,1997-06-09,2001-09-24
1210,N,NA,63,13,M,BCR,RET,F,438,790769,1994-10-25,9999-10-01,2003-09-02
1212,N,NA,65,13,W,HGH,RET,F,207,3327692,1998-03-01,9999-10-01,2003-09-13
1216,N,NA,42,14,D,HGH,STE,M,527,9785385,2012-07-01,2003-08-01,2002-11-29
1224,N,NA,66,13,M,BCR,RET,F,234,886923,2005-01-01,9999-10-01,2003-10-07
1229,N,NA,62,13,S,BCR,PVE,F,575,9846154,2003-09-02,2009-10-08,2003-10-27
1234,N,NA,63,13,M,HGH,RET,M,243,5927692,1990-01-01,9999-10-01,2003-11-03
1236,N,NA,45,14,D,HGH,PVE,M,647,1153846,2012-05-17,2014-12-01,2003-04-10
1240,N,NA,41,13,M,BCR,SFE,F,365,3846154,2015-11-13,2013-11-12,2003-11-25
1241,N,NA,43,13,M,HGH,PVE,F,226,3615385,2011-08-30,1999-11-01,2003-11-25
1242,N,NA,65,14,M,BCR,RET,F,458,4768462,1997-01-01,9999-10-01,2003-03-21
1243,N,NA,64,13,M,BCR,RET,M,234,7426154,1986-03-01,9999-10-01,2003-12-04
1254,N,NA,64,15,M,BCR,OTH,M,811,1883846,1988-06-01,9999-10-01,2002-05-23
1259,N,NA,39,14,M,BCR,PVE,F,366,3975385,2006-06-19,2014-07-07,2002-10-01
1264,N,NA,55,14,D,HGH,PVE,F,1215,292308,1998-01-01,2003-01-01,2003-01-20
1265,N,NA,58,14,M,BCR,RET,F,222,654,2005-03-10,9999-10-01,2002-10-30
1267,N,NA,69,13,M,HGH,RET,M,371,4726154,1986-03-01,9999-10-01,2003-10-03
1268,N,NA,55,14,M,HGH,PVE,M,318,8769231,2001-10-15,2002-03-01,2002-11-07
1272,N,NA,52,14,M,HGH,STE,F,286,9230769,1988-01-10,2010-09-29,2003-04-19
1275,N,NA,59,14,M,HGH,STE,M,593,903846,1958-03-04,2013-11-15,2003-06-12
1280,N,NA,48,14,S,BCR,STE,F,988,263077,1980-12-01,1997-05-03,2003-06-25
1281,N,NA,39,14,S,HGH,PVE,M,952,5796154,2008-01-01,2015-01-12,2003-07-03
1283,N,NA,50,13,M,HGH,PVE,F,999,5538462,1993-12-01,2001-05-20,2003-07-09
1285,N,NA,59,14,D,BCR,PVE,F,2344,376923,1996-07-01,2002-09-30,2003-01-22
1287,N,NA,44,13,S,BCR,OTH,F,1975,592308,2000-01-01,9999-10-01,2003-07-09
1289,N,NA,53,15,M,BCR,PVE,M,1418,915385,2014-02-25,2001-07-09,2001-12-15
1290,N,NA,50,13,M,HGH,PVE,M,1891,61538,2008-09-01,2001-06-28,2003-07-10
1293,N,NA,42,13,M,MAS,PVE,F,1562,346154,2014-07-14,2003-04-20,2003-07-10
1294,N,NA,57,13,M,HGH,PVE,M,1888,946154,1997-04-01,2001-03-29,2003-07-10
1296,N,NA,44,15,M,BCR,PVE,F,1274,607692,1999-09-10,2001-11-04,2002-03-25
1298,N,NA,51,13,D,BCR,PVE,F,2024,346154,2009-02-01,2001-09-12,2003-07-12
1303,N,NA,64,15,M,BCR,STE,M,572,2596923,1993-01-01,1992-05-09,2002-05-10
1306,N,NA,44,13,M,PRS,PVE,M,709,9632308,1980-03-01,1980-03-01,2003-08-15
1308,N,NA,36,14,M,HGH,PVE,M,423,5615385,2007-09-16,2003-08-01,2002-08-20
1310,N,NA,42,13,M,HGH,PVE,M,247,9230769,1986-01-01,2003-02-01,2003-09-04
1313,N,NA,67,13,M,HGH,RET,M,395,3846154,1999-08-01,9999-10-01,2003-09-29
1314,N,NA,44,13,M,BCR,STE,F,323,3008462,2004-07-25,2001-09-01,2003-09-29
1315,N,NA,63,15,S,HGH,STE,F,351,4846154,1990-06-20,1979-10-18,2001-11-15
1318,N,NA,65,13,M,BCR,STE,M,357,4903077,1965-05-01,2014-10-22,2003-10-22
1319,N,NA,65,13,M,HGH,RET,F,271,7487692,1973-01-01,9999-10-01,2003-10-27
1320,N,NA,53,13,M,HGH,PVE,F,230,7692308,1993-11-01,2012-02-01,2003-10-29
1324,N,NA,73,13,M,BCR,RET,M,236,5764615,1998-09-01,9999-10-01,2003-11-14
1328,N,NA,40,13,M,BCR,PVE,M,221,8296923,1977-04-28,2002-04-01,2003-11-18
1335,N,NA,75,14,M,BCR,RET,M,456,8924615,2003-01-01,9999-10-01,2002-08-01
1339,N,NA,67,14,M,HGH,RET,M,210,9544615,2001-04-05,9999-10-01,2002-10-30
1340,N,NA,58,14,M,HGH,STE,F,234,3307692,2007-01-24,2001-09-03,2002-11-08
1343,N,NA,51,14,M,HGH,PVE,M,221,5609231,1971-01-01,1992-02-01,2002-12-10
1344,N,NA,46,14,M,HGH,PVE,M,412,9801538,1971-03-12,2006-02-01,2002-12-10
1346,N,NA,56,14,S,BCR,PVE,F,1062,530769,1985-12-31,2002-06-17,2002-12-13
1350,N,NA,62,14,D,BCR,RET,M,312,3036154,2009-12-31,9999-10-01,2003-01-15
1353,N,NA,44,14,M,HGH,PVE,M,761,4371538,2012-11-01,2006-09-01,2003-01-30
1358,N,NA,37,15,M,BCR,STE,F,336,93,9999-10-01,9999-10-01,2001-12-17
1367,N,NA,50,14,D,HGH,PVE,F,3745,995385,1984-01-01,2007-02-19,2003-04-18
1370,N,NA,60,14,M,BCR,RET,M,200,9445385,1997-01-01,9999-10-01,2003-05-28
1374,N,NA,61,13,D,HGH,RET,F,229,72,1956-01-12,9999-10-01,2003-07-23
1377,N,NA,42,13,M,HGH,PVE,M,864,1985-12-01,2013-03-01,2003-08-08,499
1378,N,NA,46,13,M,BCR,STE,F,396,8307692,1978-01-01,2002-01-15,2003-08-15
1379,N,NA,70,13,M,BCR,RET,M,285,6582308,1998-07-24,9999-10-01,2003-08-14
1380,N,NA,65,13,M,BCR,STE,M,269,744615,1990-09-30,1996-11-07,2003-08-19
1383,N,NA,51,14,M,BCR,PVE,F,521,4153846,2007-01-01,2008-03-18,2003-01-13
1385,N,NA,69,13,M,HGH,RET,M,471,457692,2012-01-01,9999-10-01,2003-08-27
1386,N,NA,59,13,S,HGH,PVE,M,1293,684615,1984-04-01,1984-04-01,2003-07-24
1390,N,NA,41,13,M,HGH,STE,M,422,5150769,1976-09-24,2000-05-31,2003-10-17
1391,N,NA,47,15,M,HGH,PVE,M,538,4615385,1986-12-01,2007-10-01,2002-02-25
1393,N,NA,42,13,M,HGH,PVE,M,188,846154,2010-01-01,2002-12-01,2003-09-27
1396,N,NA,45,13,S,BCR,STE,M,331,4384615,1998-01-01,2003-08-18,2003-10-01
1398,N,NA,54,13,M,HGH,PVE,M,519,133077,2000-01-18,2003-01-28,2003-10-14
1399,N,NA,67,15,M,BCR,RET,M,451,329231,1973-01-01,9999-10-01,2002-06-12
1401,N,NA,56,13,M,PHD,STE,M,2362,384615,2005-05-01,1989-03-17,2003-10-21
1406,N,NA,38,14,S,BCR,STE,M,293,6979231,1979-06-04,2001-08-01,2003-05-22
1408,N,NA,55,14,M,BCR,PVE,F,2645,176923,2006-05-01,2001-03-16,2003-06-02
1412,N,NA,68,13,M,BCR,RET,M,445,5771538,1949-03-03,9999-10-01,2003-12-02
1414,N,NA,60,13,M,PRS,STE,M,246,1538462,1998-02-15,2012-04-23,2003-12-03
1418,N,NA,47,14,S,SEC,STE,F,354,473077,2001-01-01,9999-10-01,2003-02-11
1425,N,NA,51,14,M,BCR,PVE,M,640,2776923,1998-01-01,2010-07-28,2003-03-17
1426,N,NA,51,14,M,BCR,PVE,F,1528,15385,1994-01-01,2013-04-01,2003-03-28
1430,N,NA,56,14,M,BCR,STE,M,4642,484615,2004-04-01,1991-06-11,2003-05-20
1431,N,NA,48,14,M,BCR,PVE,M,485,6061538,1972-03-08,2015-09-01,2003-05-21
1432,N,NA,67,14,M,BCR,RET,M,312,1846154,1966-06-01,9999-10-01,2003-05-27
1436,N,NA,42,14,M,HGH,PVE,F,532,5769231,1975-11-17,2003-06-01,2003-07-05
1437,N,NA,63,13,M,HGH,RET,F,398,9952308,2006-04-19,9999-10-01,2003-07-07
1440,N,NA,42,14,M,HGH,PVE,M,528,6204615,1983-12-31,2014-05-08,2003-02-07
1442,N,NA,61,13,M,BCR,STE,F,538,8923077,1979-07-14,2001-01-17,2003-07-26
1443,N,NA,37,13,M,HGH,PVE,F,565,3538462,2001-02-01,2006-08-01,2003-08-18
1447,N,NA,59,13,W,HGH,RET,F,769,2307692,1982-01-01,9999-10-01,2003-09-29
1450,N,NA,46,13,S,BCR,PVE,M,163,6923077,2007-10-20,2010-07-01,2003-10-31
1452,N,NA,70,15,M,BCR,RET,M,335,7774615,1980-01-01,9999-10-01,2001-10-29
1453,N,NA,59,15,M,HGH,STE,F,649,8,2003-09-01,1980-10-01,2002-01-09
1455,N,NA,45,14,M,BCR,PVE,M,166,8192308,2010-05-01,2001-11-16,2003-02-19
1459,N,NA,52,14,M,PHD,STE,M,814,9230769,1995-09-01,1989-11-01,2003-03-08
1462,N,NA,42,15,S,BCR,PVE,M,429,6901538,2010-03-01,2012-07-01,2001-12-08
1465,N,NA,65,14,W,HGH,RET,F,242,3340769,2007-07-01,9999-10-01,2003-06-02
1467,N,NA,67,14,M,BCR,RET,M,599,9538462,1950-01-26,9999-10-01,2003-06-17
1473,N,NA,54,13,M,HGH,PVE,M,618,4923077,1963-09-01,1997-01-01,2003-10-01
1475,N,NA,64,13,M,HGH,RET,F,207,5803846,2000-05-01,9999-10-01,2003-10-07
1483,N,NA,69,14,S,HGH,RET,M,244,6984615,1974-01-01,9999-10-01,2002-12-24
1487,N,NA,66,14,M,HGH,RET,M,331,4738462,1996-06-01,9999-10-01,2003-02-07
1488,N,NA,50,14,M,HGH,STE,M,625,8023846,1967-01-16,1988-03-14,2002-08-05
1490,N,NA,49,14,M,BCR,STE,F,552,3733077,2001-01-01,1998-04-01,2003-02-12
1492,N,NA,59,14,M,HGH,RET,F,253,6338462,1977-03-08,9999-10-01,2003-02-14
1493,N,NA,54,14,M,HGH,PVE,M,245,3033846,1963-02-16,2014-12-01,2003-02-20
1496,N,NA,40,14,M,BCR,PVE,F,468,4769231,1999-08-01,2002-01-01,2003-02-26
1497,N,NA,44,14,M,MAS,PVE,M,1178,615385,1979-03-01,2005-05-01,2003-03-12
1498,N,NA,64,14,D,HGH,RET,F,286,1430769,2008-09-19,9999-10-01,2003-03-24
1499,N,NA,56,14,M,SEC,PVE,F,384,6153846,1987-01-01,1993-06-13,2003-04-10
1502,N,NA,61,14,M,HGH,PVE,M,397,2846154,1981-01-01,2003-04-01,2003-05-08
1504,N,NA,61,14,M,HGH,RET,M,435,9822308,1981-05-01,9999-10-01,2003-06-07
1507,N,NA,56,14,M,HGH,PVE,M,348,2230769,1968-04-01,2003-06-03,2003-06-27
1508,N,NA,56,13,M,HGH,STE,F,272,3646154,1982-02-02,1983-10-05,2003-07-16
1509,N,NA,46,13,M,BCR,STE,F,362,9461538,2004-10-12,1994-09-01,2003-07-18
1510,N,NA,57,13,M,BCR,STE,F,363,9076923,1991-12-10,1984-09-01,2003-07-24
1513,N,NA,65,13,W,BCR,RET,F,279,2707692,2013-01-01,9999-10-01,2003-08-12
1516,N,NA,66,13,M,BCR,STE,F,796,4011538,1990-08-12,1984-09-01,2003-10-28
1519,N,NA,54,13,W,BCR,STE,F,659,1153846,1990-11-17,2014-04-01,2003-09-19
1522,N,NA,55,13,S,BCR,STE,M,564,4790769,2006-07-01,1985-08-31,2003-09-27
1523,N,NA,67,15,M,BCR,RET,F,261,5384615,1974-05-01,9999-10-01,2002-02-28
1528,N,NA,51,13,M,BCR,PVE,M,1129,423077,2005-11-02,2002-10-05,2003-10-30
1529,N,NA,49,13,M,MAS,STE,F,403,2,2013-10-10,1992-09-01,2003-11-03
1531,N,NA,66,13,M,HGH,RET,F,369,9435385,1995-01-01,9999-10-01,2003-11-12
1536,N,NA,41,13,M,BCR,PVE,F,797,4238462,2011-07-08,2008-07-01,2003-11-27
1540,N,NA,44,14,M,BCR,PVE,M,384,6153846,2005-06-01,2011-02-05,2002-11-06
1541,N,NA,46,13,S,BCR,STE,M,400,6061538,1976-06-01,2005-04-22,2003-11-19
1544,N,NA,64,15,M,BCR,RET,M,482,4133077,1989-01-01,9999-10-01,2002-07-02
1546,N,NA,76,15,M,BCR,RET,M,417,8846154,9999-10-01,9999-10-01,2002-07-02
1547,N,NA,75,15,M,BCR,RET,M,530,9907692,1977-05-01,9999-10-01,2002-07-04
1552,N,NA,48,15,M,PHD,STE,M,774,151538,1991-08-01,1996-02-10,2002-05-24
1555,N,NA,49,15,M,BCR,STE,M,429,6785385,1976-01-01,2000-11-13,2001-12-28
1556,N,NA,50,14,M,HGH,RET,F,231,2048462,1999-09-01,9999-10-01,2003-02-10
1558,N,NA,69,14,M,BCR,RET,M,537,8292308,1985-12-15,9999-10-01,2003-03-28
1562,N,NA,68,13,D,BCR,RET,M,393,3323077,1984-03-15,9999-10-01,2003-08-21
1563,N,NA,46,14,M,BCR,PVE,M,2658,576923,1974-12-01,2008-07-01,2003-07-02
1572,N,NA,39,14,M,HGH,PVE,M,732,6282308,2007-01-01,2010-01-01,2003-02-26
1574,N,NA,54,14,M,BCR,STE,M,828,2115385,1996-01-01,1994-06-01,2003-04-05
1589,N,NA,63,13,D,HGH,RET,F,234,5384615,1991-08-15,9999-10-01,2003-07-28
1590,N,NA,55,13,M,HGH,OTH,M,346,6263846,1996-11-06,1996-11-06,2003-07-22
1594,N,NA,44,13,M,BCR,PVE,M,1013,678154,2007-08-28,2006-01-01,2003-09-15
1599,N,NA,58,13,S,BCR,PVE,F,229,6384615,2015-04-22,2008-09-01,2003-09-29
1607,N,NA,47,14,M,HGH,PVE,F,299,8689231,1998-01-01,1996-10-02,2003-01-11
1612,N,NA,48,13,M,BCR,STE,F,447,5384615,2008-01-01,2012-04-18,2003-10-17
1613,N,NA,49,13,S,HGH,PVE,M,239,7262308,1968-03-11,2014-04-01,2003-12-01
1619,N,NA,63,14,M,PHD,STE,M,806,1692308,2011-02-10,2013-10-18,2003-04-08
1626,N,NA,61,13,M,HGH,PVE,M,289,9384615,1990-01-01,2010-09-01,2003-08-11
1632,N,NA,51,13,M,BCR,STE,M,619,4349231,2014-09-01,2012-06-12,2003-11-07
1640,N,NA,61,13,M,BCR,RET,M,297,8746154,1982-03-01,9999-10-01,2003-08-28
1642,N,NA,63,13,W,HGH,RET,M,289,1706923,1954-06-17,9999-10-01,2003-09-15
1650,N,NA,34,13,M,BCR,PVE,M,423,769231,2005-06-01,2011-11-01,2003-11-22
1657,N,NA,61,13,M,BCR,STE,M,406,2923077,1956-01-18,2005-09-01,2003-08-18
1658,N,NA,54,13,S,HGH,PVE,F,567,4691538,1963-03-26,2015-08-01,2003-08-20
1660,N,NA,48,13,D,HGH,PVE,M,656,6885385,1972-07-01,2015-01-12,2003-11-26
1661,N,NA,73,14,M,HGH,RET,M,308,1066154,1986-01-01,9999-10-01,2003-06-09
1669,N,NA,67,13,M,BCR,RET,F,369,1110769,1977-04-13,9999-10-01,2003-08-11
1671,N,NA,62,13,M,HGH,RET,F,337,8259231,1997-07-23,9999-10-01,2003-09-29
1673,N,NA,60,13,M,HGH,PVE,M,276,9230769,2001-07-12,1986-02-16,2003-10-21
1676,N,NA,43,13,M,HGH,PVE,M,462,9230769,2004-11-10,2015-07-18,2003-10-24
1677,N,NA,53,13,S,PRS,STE,M,190,920769,1973-01-01,2002-11-13,2003-10-30
1678,N,NA,52,13,M,HGH,STE,F,199,3880769,1973-01-01,2003-05-26,2003-10-30
1680,N,NA,46,13,W,HGH,STE,F,525,9778462,1996-07-20,1997-09-01,2003-11-06
1685,N,NA,36,13,M,HGH,STE,M,500,5096923,1981-10-12,1998-06-01,2003-12-02
1691,N,NA,60,14,M,BCR,STE,F,1056,161538,1957-03-08,1987-01-01,2003-04-14
1694,N,NA,55,13,M,BCR,STE,M,693,229,2002-11-01,2000-06-01,2003-12-08
1695,N,NA,61,13,M,BCR,PVE,F,384,6153846,1998-01-01,1997-08-15,2003-12-06
1697,N,NA,45,13,S,HGH,PVE,M,2717,948692,2000-01-01,2013-09-01,2003-12-09
1702,N,NA,63,13,W,HGH,STE,F,791,1842308,1985-01-01,2003-11-18,2003-12-22
1704,N,NA,49,15,M,BCR,PVE,M,213,4153846,1989-12-01,1997-10-01,2002-02-19
1710,N,NA,72,13,M,BCR,RET,M,920,8364615,1989-12-10,9999-10-01,2003-12-10
1713,N,NA,61,13,M,HGH,PVE,M,295,5269231,1990-09-01,2012-01-20,2003-12-05
1716,N,NA,44,13,M,BCR,STE,F,446,4384615,2011-12-01,2015-04-06,2003-12-15
1718,N,NA,41,13,M,BCR,PVE,F,1023,76923,2007-09-15,2012-01-09,2003-12-24
1720,N,NA,38,13,M,HGH,STE,F,266,4451538,9999-10-01,2004-03-16,2003-12-24
1721,N,NA,51,13,D,BCR,PVE,F,1750,630769,1973-09-01,2004-06-21,2003-12-24
1723,N,NA,38,13,M,HGH,PVE,F,588,785385,2006-01-01,2012-05-01,2003-12-24
1731,N,NA,45,13,M,HGH,STE,F,320,4076923,2002-12-19,1996-02-12,2003-12-24
1732,N,NA,60,13,S,BCR,PVE,F,868,5307692,1980-05-01,1979-11-05,2003-12-27
1733,N,NA,44,13,M,HGH,STE,F,201,3307692,1997-04-29,2007-06-06,2004-01-09
1738,N,NA,57,13,D,HGH,STE,F,460,2899231,1980-01-01,1987-02-01,2004-01-09
1744,N,NA,52,13,D,BCR,STE,F,364,101,2006-01-01,1987-09-01,2004-01-05
1748,N,NA,54,13,D,PRS,STE,M,236,1153846,1979-09-15,1994-05-16,2004-01-09
1755,N,NA,54,13,D,HGH,PVE,F,1036,706538,2007-05-01,2003-11-10,2003-12-10
1760,N,NA,60,13,M,HGH,PVE,M,267,9391538,1967-12-15,1977-06-15,2004-01-10
1764,N,NA,47,13,M,PHD,STE,M,707,1615385,2005-11-15,1998-03-16,2004-01-12
1772,N,NA,63,13,M,HGH,RET,M,176,769231,1976-08-14,9999-10-01,2003-12-24
1775,N,NA,57,13,M,HGH,STE,M,309,9051538,2004-10-11,1990-05-01,2004-01-13
1776,N,NA,52,13,M,HGH,PVE,M,293,126154,1987-03-05,2012-02-01,2004-01-10
1777,N,NA,55,14,S,HGH,PVE,F,576,5607692,1999-01-01,2003-12-15,2002-12-04
1780,N,NA,58,15,M,BCR,PVE,M,3053,574308,2013-10-01,2013-11-01,2002-04-23
1786,N,NA,48,13,M,HGH,STE,M,318,3592308,1985-01-01,2003-12-01,2004-01-14
1787,N,NA,46,13,M,HGH,STE,M,340,5692308,1971-03-21,2003-12-15,2004-01-14
1788,N,NA,45,13,M,SEC,STE,F,233,9769231,1991-08-03,1996-10-01,2004-01-14
